ID;Sustantivo;Autor;Cita;Forma;Siglo;Texto;Caso;Número;Preposición;Adjetivo Núcleo;Participio;Verbo;Colocación
753;laetitia;Plauto;Pseud. 1062;verso;s. II a. C.;nunc ego Simonem mi obviam veniat velim, / ut mea laetitia laetus promiscam siet.;ablativo;Singular;;laetus;NO;laetor;SÍ
769;laetitia;Plinio el Joven;Paneg. 52, 5, 2;prosa;s. I d. C;Nemo tam / temperans gaudii seraeque laetitiae, quin instar ultionis / uideretur cernere laceros artus truncata membra, postremo / truces horrendasque imagines obiectas excoctasque flammis, ut ex illo terrore et minis in usum hominum ac uoluptates / ignibus mutarentur.;genitivo;Singular;;temperans;SÍ;tempero;SÍ
800;gaudium;Plinio el Joven;Panegyricus 52, 5, 2;prosa;s. I d. C;Nemo tam temperans gaudii seraeque laetitiae, quin instar ultionis uideretur cernere laceros artus truncata membra, postremo truces horrendasque imagines obiectas excoctasque flammis, ut ex illo terrore et minis in usum hominum ac uoluptates ignibus mutarentur.;genitivo;Singular;;temperans;SÍ;;SÍ
801;gaudium;Plinio el Joven;Panegyricus 73, 4, 3;prosa;s. I d. C;Vidimus humescentes oculos tuos demissumque gaudio uultum, tantumque sanguinis in ore quantum in animo pudoris.;ablativo;Singular;;demissus;SÍ;;SÍ
802;gaudium;Plinio el Joven;Panegyricus 92, 4, 4;prosa;s. I d. C;quibus edicto, quibus spectaculo celebrare continget diem illum triplici gaudio laetum, qui principem abstulit pessimum, dedit optimum, meliorem optimo genuit.;ablativo;Singular;;laetus;NO;;SÍ
821;odium;Plinio el viejo;nat. 17.3;prosa;s. I d.C.;tum Cn. Domitius, ut erat vehemens natura, praeterea accensus odio, quod ex aemulatione avidissimum est, graviter increpuit tanti censorem habitare, <<LX>> HS pro domo eius identidem promittens, et Crassus, ut praesens ingenio semper, ut faceto lepore sollers, addicere se respondit exceptis sex arboribus;ablativo;Singular;;accensus;SÍ;accendo;SÍ
823;gaudium;Plinio el Viejo;nat. 37, 3, 7;prosa;s. I d. C;His initiis coepit auctoritas in tantum amorem elata, ut Polycrati Samio, insularum ac litorum tyranno, felicitatis suae, quam nimiam fatebatur etiam ipse qui felix erat, satis piamenti in unius gemmae voluntario damno videretur, si cum Fortunae volubilitate paria fecisset, planeque ab invidia eius abunde se redimi putaret, si hoc unum doluisset, adsiduo gaudio lassus.;ablativo;Singular;;lassus;SÍ;;SÍ
829;timor;Pomponio Porfirión;Commentum in Horati Epistulas 1, 18, 86a, 3;prosa;s. II d. C;Ceterum re ipsa plenam esse timoris <et> molestiae. ;genitivo;singular;;plenus;NO;sum;SÍ
839;laetitia;Propercio;3, 6, 3;verso;s. I a. C.;num me laetitia tumefactum fallis inani, / haec referens, quae me credere velle putas?;ablativo;Singular;;tumefactus;SÍ;fallo;SÍ
842;laetitia;Propercio;1, 15, 14;verso;s. I a. C.;at non sic Ithaci digressu mota Calypso / desertis olim fleverat aequoribus: / multos illa dies incomptis maesta capillis / sederat, iniusto multa locuta salo, / et quamvis numquam post haec visura, dolebat / illa tamen, longae conscia laetitiae. ;genitivo;Singular;;conscius;NO;;NO
848;invidia;Quintiliano;Institutio Oratoria 12, 1, 15, 2;prosa;s. I d. C.;Mihi enim nec Demosthenes tam graui morum dignus uidetur inuidia ut omnia quae in eum ab inimicis congesta sunt credam, cum et pulcherrima eius in re publica consilia et finem uitae clarum legam, nec M. Tullio defuisse uideo in ulla parte ciuis optimi uoluntatem;ablativo;singular;;dignus;NO;videor;SÍ
851;timor;Quintiliano;Declamationes Maiores [sp.] 2, 21, 5;prosa;s. I d. C;gravius necesse est expavescant, quibus de sollicitudine sua non renuntiant oculi, et, cum clusus animus non exit in visus, non habet, unde timori suo par sit. ;dativo;singular;;par;NO;sum;NO
853;odium;Quintiliano;Inst. 7,2,36,3 ;prosa;s. I d. C;Quorum si quid in reum conueniet, accusatoris est efficere ad quidquid faciendum causae ualere uideantur, easque quas in argumentum sumet augere: si minus, illuc conferenda est oratio, aut aliquas fortasse latentes fuisse, aut nihil ad rem pertinere cur fecerit si fecit, aut etiam dignius esse odio scelus quod non habuerit causam. ;ablativo;Singular;;dignus;NO;sum;SÍ
885;invidia;Quintiliano;Institutio Oratoria 5, 7, 23, 5;prosa;s. I d. C.;Itaque, quod in eo incertum est, cura et inquisitione opus est, quis reum premat, quas et quibus ex causis inimicitias habeat, eaque in oratione praedicenda atque amolienda sunt, siue odio conflatos testes siue inuidia siue gratia siue pecunia uideri uolumus;ablativo;singular;;conflatus;SÍ;conflo;SÍ
895;invidia;Quintiliano;Institutio Oratoria 12, 11, 7, 3;prosa;s. I d. C.;Ac nescio an eum tum beatissimum credi oporteat fore cum iam secretus et consecratus, liber inuidia, procul contentionibus famam in tuto conlocarit et sentiet uiuus eam quae post fata praestari magis solet [et] uenerationem et quid apud posteros futurus sit uidebit;ablativo;singular;;liber;NO;;SÍ
900;odium;Quintiliano ;Decl. min. 265,14,4 ;prosa;s. I d. C;Est sine dubio et hoc ipsum dignum odio, persequi hominem fortasse infelicem, verecundum certe â€quod confessus sitâ€. ;ablativo;Singular;;dignus;NO;sum;SÍ
925;odium;Quintiliano ;Inst. 5,7,23,4 ;prosa;s. I d. C;Itaque, quod in eo incertum est, cura et inquisitione opus est, quis reum premat, quas et quibus ex causis inimicitias habeat, eaque in ora-tione praedicenda atque amolienda sunt, siue odio conflatos testes siue inuidia siue gratia siue pecunia uideri uolumus. ;ablativo;singular;;conflatus;SÍ;conflo;SÍ
931;odium;Quintiliano ;decl. mai. 9,15,9 ;prosa;s. I d. C;sed si quid ante commisissem odio tuo dignum, potuisti me redemptum non recipere. ;ablativo;singular;;dignus;NO;;SÍ
935;odium;Quintiliano ;Inst. 5,11,37,4 ;prosa;s. I d. C;Testimonia sunt enim quodam modo, uel potentiora etiam quod non causis accommodata sunt, sed liberis odio et gratia mentibus ideo tantum dicta factaque quiaaut honestissima aut uerissima uidebantur. ;ablativo;singular;;liber;NO;;SÍ
936;timor;Rutilio Lupo;Schemata Lexeos 1, 14, 9 ;prosa;;Nam praesens tempus acerbitatis erat plenum, reliquum vero timoris.í Item Dinarchi: íPartim nostri silebant, partim autem ingentem clamorem excitabant. ;genitivo;Singular;;plenus;NO;;SÍ
944;odium;Salustio;Catil. 49.2;prosa;s. I a.C.;nam uterque cum illo gravis inimicitias exercebat: Piso oppugnatus in iudicio pecuniarum repetundarum propter quoiusdam Transpadani supplicium iniustum, Catulus ex petitione pontificatus odio incensus, quod extrema aetate, maxumis honoribus usus, ab adulescentulo Caesare victus discesserat;ablativo;Singular;;incensus;SÍ;incendo;SÍ
947;laetitia;Salustio;Cat. 51, 31;prosa;s. I a.C.;post ubi paulatim licentia crevit, iuxta bonos et malos lubidinose interficere, ceteros metu terrere: ita civitas servitute oppressa stultae laetitiae gravis poenas dedit.;dativo;Singular;;gravis;NO;do;SÍ
950;timor;Salustio;Bellum Iugurthinum 70, 5, 4;prosa;s. I a. C.;is postquam magnitudine facinoris perculsus ad tempus non venit metusque rem inpediebat, Bomilcar, simul cupidus incepta patrandi et timore soci anxius, ne omisso vetere consilio novom quaereret, litteras ad eum per homines fidelis mittit, in quis mollitiam socordiamque viri accusare, testari deos, per quos iuravisset, monere, ne praemia Metelli in pestem convorteret;ablativo;Singular;;anxius;NO;;SÍ
961;odium;Séneca;Dial. 4.35.5;prosa;s. I d.C.;aspectus, qualia poetae inferna monstra finxerunt succincta serpentibus et igneo flatu, quales ad bella excitanda discordiamque in populos diuidendam pacemque lacerandam deae taeterrimae inferum exeunt, talem nobis iram figuremus, flamma lumina ardentia, sibilo mugituque et gemitu et stridore et si qua his inuisior uox est perstrepentem, tela manu utraque quatientem , toruam cruentamque et cicatricosam et uerberibus suis liuidam, incessus uesani, offusam multa caligine, incursitantem uastantem fugantemque et omnium odio laborantem, sui maxime, si aliter nocere non possit, terras maria caelum ruere cupientem, infestam pariter inuisamque.;ablativo;Singular;;laborans;SÍ;laboro;SÍ
968;odium;Séneca;Dial. 3.20.4;prosa;s. I d. C;Di illi male faciant, adeo repperit dignum odio remedium.;dativo;Singular;;dignus;NO;;SÍ
975;timor;Séneca Fil.;Epistulae Morales ad Lucilium 101, 13, 3;prosa;s. I d. C;quid timoris dementissimi pactio? ;genitivo;singular;;demens;NO;sum;SÍ
977;gaudium;Séneca Fil.;Epistulae Morales ad Lucilium 59, 14, 2;prosa;s. I d. C;"Sapiens ille plenus est gaudio, hilaris et placidus, inconcussus; cum dis ex pari vivit.";ablativo;Singular;;plenus;NO;sum;SÍ
979;gaudium;Séneca Fil.;Epistulae Morales ad Lucilium 66, 32, 2;prosa;s. I d. C;Utraque ergo res sine causa animum et diffundit et mordet: nec illa gaudio nec haec metu digna est.;ablativo;Singular;;dignus;NO;sum;SÍ
996;gaudium;Séneca Fil.;Dialogi 2, 9, 3, 8;prosa;s. I d. C;"Inde tam erectus laetusque est, inde continuo gaudio elatus; adeo autem ad offensiones rerum hominumque non contrahitur ut ipsa illi iniuria usui sit, per quam experimentum sui capit et uirtutem temptat.";ablativo;singular;;elatus;SÍ;effero;SÍ
1010;laetitia;Séneca Fil.;dial. 11, 5, 4, 6;prosa;s. I d. C;Quod duces magni faciunt rebus adfectis, ut / hilaritatem de industria simulent et aduersas res adumbrata laetitia abscondant ne militum animi, si fractam / ducis sui mentem uiderint, et ipsi conlabantur, id nunc tibi / quoque faciendum est;ablativo;Singular;;adumbratus;SÍ;abscondeo;SÍ
1015;invidia;Séneca Fil. ;De Beneficiis 2, 7, 2, 7;prosa;s. I d. C.;"Aliquem verbis tantum admonebit, poena non adficiet aetatem eius emendabilem intuens; aliquem invidia criminis manifeste laborantem iubebit incolumem esse, quia deceptus est, quia per vinum labsus; hostes dimittet salvos, aliquando etiam laudatos, si honestis causis pro fide, pro foedere, pro libertate in bellum acciti sunt. ";ablativo;singular;;laborans;SÍ;laboro;SÍ
1037;odium;Séneca Trág. ;Phaedr. 1167;verso;s. I d. C;"O dure Theseu semper, o numquam tuis / tuto reuerse: gnatus et genitor nece /reditus tuos luere; peruertis domum /amore semper coniugum aut odio nocens.";ablativo;Singular;;nocens;SÍ;noceo;SÍ
1043;odium;Séneca Trág. ;Herc. O. 38;verso;s. I d. C;Vel si times ne terra concipiat feras, /properet malum quodcumque, dum terra Herculem /habet uidetque: nam quis inuadet mala /aut quis per urbes rursus Argolicas erit /Iunonis odio dignus?;ablativo;Singular;;dignus;NO;;SÍ
1046;invidia;Séneca Trág. ;Troades 479;verso;s. I d. C.;arx illa pollens opibus et muris deum, gentes per omnes clara et inuidiae grauis, nunc puluis altus, strata sunt flamma omnia superestque uasta ex urbe ne tantum quidem, quo lateat infans. ;genitivo;singular;;gravis;NO;;SÍ
1051;invidia;Silio Itálico;Punica 11, 554;verso;s. I d. C.;Cui, simul inuidia atque ira stimulantibus, Hanno<n>: Talia uesani iuuenis conuicia miror haud equidem: tumet ingenio, fraternaque corda non tarde agnoscas et uirus futtile linguae. ;ablativo;singular;;stimulans;SÍ;stimulo;SÍ
1055;timor;Silio Itálico;Punica 3, 72;verso;s. I d. C;"quos ut seponi stetit et secernere ab armis, adfatur ductor: íSpes o Carthaginis altae, nate, nec Aeneadum leuior metus, amplior, oro, sis patrio decore et factis tibi nomina condas, qui<s> superes bellator auum; iamque aegra timoris Roma tuos numerat lacrimandos matribus annos. ";genitivo;singular;;aeger;NO;numero;SÍ
1056;timor;Silio Itálico;Punica 3, 557;verso;s. I d. C;At Venus, ancipiti mentem labefacta timore, adfatur genitorem et rumpit maesta querelas: íQuis poenae modus aut pereundi terminus, oro, Aeneadis erit, et quando terrasque fretumque emensis sedisse dabis? ;ablativo;singular;;labefactus;SÍ;labefacio;SÍ
1060;timor;Silio Itálico;Punica 5, 479;verso;s. I d. C;arguit asper exitus euentu praui consulta timoris. ;genitivo;singular;;consultus;SÍ;arguo;NO
1064;laetitia;Sisenna;hist. 50, 1 ;prosa;s. I a. C.;/ . . / Sublatus laetitia nimia atque inpotentia conmotus animi .;ablativo;Singular;;sublatus;SÍ;tollo;SÍ
1073;timor;Suetonio;De Vita Caesarum Nero, 2, 3, 5;prosa;s. II d. C.;"unde dimissus Massiliensis obsidione laborantis cum aduentu suo confirmasset, repente destituit acieque demum Pharsalica occubuit; uir neque satis constans et ingenio truci in desperatione rerum mortem timore appetitam ita expauit, ut haustum uenenum paenitentia euomuerit medicumque manumiserit, quod sibi prudens ac sciens minus noxium temperasset. ";ablativo;singular;;appetitus;SÍ;expavesco;NO
1074;gaudium;Suetonio;Jul, 22, 2, 1;prosa;s. II d. C.;"quo gaudio elatus non temperauit, quin paucos post dies frequenti curia iactaret, inuitis et gementibus aduersaris adeptum se quae concupisset, proinde ex eo insultaturum omnium capitibus; ac negante quodam per contumeliam facile hoc ulli feminae fore, responderit quasi adludens: in Suria quoque regnasse Sameramin magnamque Asiae partem Amazonas tenuisse quondam.";ablativo;Singular;;elatus;SÍ;effero;SÍ
1082;odium;Tácito;Hist. 2.64.1;prosa;s. II d.C.;Igitur Vitellius metu et odio quod Petroniam uxorem eius mox Dolabella in matrimonium accepisset, vocatum per epistulas vitata Flaminiae viae celebritate devertere Interamnium atque ibi interfici iussit.;ablativo;Singular;;vocatus;SÍ;uoco;SÍ
1086;odium;Tácito;Ann. 2.76.2;prosa;s. II d.C.;"discordiam erga Germanicum odio fortasse dignam, non poena; et ademptione provinciae satis factum inimicis.";dativo;Singular;;dignus;NO;sum dignus;SÍ
1094;timor;Tácito;Annales 15, 36, 8;prosa;s. II d. C.;illic veneratus deos, cum Vestae quoque templum inisset, repente cunctos per artus tremens, seu numine exterrente, seu facinorum recordatione numquam timore vacuus, deseruit inceptum, cunctas sibi curas amore patriae leviores dictitans. ;ablativo;singular;;vacuus;NO;sum;SÍ
1105;gaudium;Tácito;Ann. 6, 41, 13;prosa;s. II d. C;At Tiridates volentibus Parthis Nicephorium et Anthemusiada ceterasque urbes, quae Macedonibus sitae Graeca vocabula usurpant, Halumque et Artemitam Parthica oppida recepit, certantibus gaudio qui Artabanum Scythas inter eductum ob saevitiam execrati come Tiridatis ingenium Romanas per artes sperabant.;ablativo;Singular;;certans;SÍ;recipio;SÍ
1107;odium;Tácito;Hist. 2.76.25;prosa;s. II d.C.;et posse ab exercitu principem fieri sibi ipse Vitellius documento, nullis stipendiis, nulla militari fama, Galbae odio provectus.;ablativo;Singular;;provectus;SÍ;proveho;SÍ
1108;invidia;Tácito;Annales 1,14,2;prosa;s. II d. C.;ille moderandos feminarum honores dictitans eadem que se temperantia usurum in iis quae sibitribuerentur, ceterum anxius invidia et muliebre fastigium in deminutionem sui accipiens ne lictoremquidem ei decerni passus est aramque adoptionis et alia huiusce modi prohibuit.;ablativo;Singular;;anxius;NO;prohibeo;SÍ
1116;invidia;Tácito;Annales 3,16,3;prosa;s. II d. C.;"conspiratione inimicorum et inuidia falsi criminis oppressus, quatenusveritati et innocentiae meae nusquam locus est, deos immortales testor vixisse me, Caesar, cum fide adversum te neque alia in matrem tuam pietate; vos que oro liberis meis consulatis, ex quibus Cn. Piso qualicumque fortunae meae non est adiunctus, cum omne hoc tempus in urbe egerit, M. Piso repetere Syriam dehortatus est.";ablativo;Singular;;oppressus;SÍ;opprimo;SÍ
1117;odium;Tácito;Hist. 1.6.2;prosa;s. II d.C.;Invalidum senem Titus Vinius et Cornelius Laco, alter deterrimus mortalium, alter ignavissimus, odio flagitiorum oneratum contemptu inertiae destruebant.;ablativo;Singular;;oneratus;SÍ;onero;SÍ
1118;odium;Tácito;Ann. 4.7.1;prosa;s. II d.C.;Quae cuncta non quidem comi via sed horridus ac plerumque formidatus retinebat tamen, donec morte Drusi verterentur: nam dum superfuit mansere, quia Seianus incipiente adhuc potentia bonis consiliis notescere volebat, et ultor metuebatur non occultus odii set crebro querens incolumi filio adiutorem imperii alium vocari.;genitivo;Singular;;occultus;SÍ;occulto;SÍ
1125;gaudium;Tácito;Hist. 3, 36, 9;prosa;s. II d. C;"atque illum in nemore Aricino desidem et marcentem proditio Lucilii Bassi ac defectio classis Ravennatis perculit; nec multo post de Caecina adfertur mixtus gaudio dolor et descivisse et ab exercitu vinctum.";ablativo;Singular;;mixtus;SÍ;misceo;SÍ
1137;odium;Tácito;Ann. 4.19.1;prosa;s. II d.C.;hos corripi dilato ad tempus Sabino placitum, immissusque Varro consul qui paternas inimicitias obtendens odiis Seiani per dedecus suum gratificabatur.;ablativo;Plural;;obtendens;SÍ;gratifico;SÍ
1156;gaudium;Tácito;Ann. 2, 82, 18;prosa;s. II d. C.;statim credita, statim vulgata sunt: ut quisque obvius, quamvis leviter audita in alios atque illi in plures cumulata gaudio transferunt.;ablativo;Singular;;cumulatus;SÍ;cumulo;SÍ
1161;odium;Tácito;Hist. 4.1.2;prosa;s. II d.C.;armati per urbem victores implacabili odio victos consectabantur;ablativo;Singular;;victus;SÍ;consector;SÍ
1171;odium;Tácito;Hist. 2.92.5;prosa;s. II d.C.;munia imperii Caecina ac Valens obibant, olim anxii odiis, quae bello et castris male dissimulata pravitas amicorum et fecunda gignendis inimicitiis civitas auxerat;ablativo;Plural;;anxius;NO;augeo;SÍ
1175;odium;Tácito;Ann. 3.32.2;prosa;s. II d.C.;Quod initium Sex. Pompeius agitandi adversus Marcum Lepidum odii nanctus, ut socordem, inopem et maioribus suis dedecorum eoque etiam Asiae sorte depellendum incusavit;genitivo;Singular;;nanctus;SÍ;agito;SÍ
1177;timor;Tácito;Annales 12, 51, 7;prosa;s. II d. C.;ille primo amplecti adlevare adhortari, modo virtutem admirans, modo timore aeger ne quis relicta poteretur. ;ablativo;singular;;aeger;NO;adhorto;SÍ
1183;odium;Tácito;Agr. 43.3;prosa;s. II d. C;speciem tamen doloris animi vultu prae se tulit, securus iam odii et qui facilius dissimularet gaudium quam metum.;genitivo;Singular;;securus;SÍ;;NO
1185;odium;Tácito;Ann. 12.18.1;prosa;s. II d.C.;ad Eunonen convertit, propriis odiis <non> infensum et recens coniuncta nobiscum amicitia validum.;ablativo;Plural;;infensus;SÍ;;SÍ
1186;odium;Tácito;Ann. 12.22.1;prosa;s. II d.C.;Isdem consulibus atrox odii Agrippina ac Lolliae infensa, quod secum de matrimonio principis certavisset, molitur crimina et accusatorem qui obiceret Chaldaeos, magos interrogatumque Apollinis Clarii simulacrum super nuptiis imperatoris.;genitivo;Singular;;infensus;SÍ;;SÍ
1188;odium;Tácito;Ann. 12.44.5;prosa;s. II d.C.;ita Radamistus simulata adversus patrem discordia tamquam novercae odiis impar pergit ad patruum, multaque ab eo comitate in speciem liberum cultus primores Armeniorum ad res novas inlicit, ignaro et ornante insuper Mithridate.;dativo;Plural;;impar;NO;;NO
1193;odium;Tácito;Ann. 3.58.16;prosa;s. II d.C.;privatis olim simultatibus effectum ut a pontificibus maximis ire in provincias prohiberentur: nunc deum munere summum pontificum etiam summum hominum esse, non aemulationi, non odio aut privatis adfectionibus obnoxium.;dativo;Singular;;obnoxius;SÍ;;SÍ
1197;gaudium;Tácito;Hist. 1, 4, 12;prosa;s. II d. C;"sed patres laeti, usurpata statim libertate licentius ut erga principem novum et absentem; primores equitum proximi gaudio patrum";dativo;Singular;;proximus;NO;;NO
1204;laetitia;Tácito ;Ann. 15, 53, 1;prosa;s. II d.C.;Tandem statuere circensium ludorum die, qui Cereri / celebratur, exequi destinata, quia Caesar rarus egressu domoque aut hortis clausus ad ludicra circi ventitabat promptioresque aditus erant laetitia spectaculi.;ablativo;Singular;;aditus;SÍ;sum;SÍ
1205;laetitia;Tácito ;Ann. 16, 35, 2;prosa;s. II d.C.;Tum progressus in porticum illic a quaestore repe/ ritur, laetitiae propior, quia Helvidium generum suum Italia / tantum arceri cognoverat.;dativo;Singular;;propius;NO;reperio;NO
1209;laetitia;Tácito ;Hist. 2, 45, 11;prosa;s. II d.C.;"tum victi victoresque / in lacrimas effusi, sortem civilium armorum misera laetitia / detestantes; isdem tentoriis alii fratrum, alii propinquorum / vulnera fovebant: spes et praemia in ambiguo, certa funera / et luctus, nec quisquam adeo mali expers ut non aliquam / mortem maereret.";ablativo;Singular;;detestans;SÍ;detesto;SÍ
1213;laetitia;Tácito ;Ann. 15, 23, 14;prosa;s. II d.C.;atque ipse ut laetitiae, ita maeroris / immodicus egit.;genitivo;Singular;;immodicus;SÍ;ago;NO
1229;gaudium;Terencio;Phormio 856;verso;s. II a. C.;{GE.} satine est si te delibutum gaudio reddo?;ablativo;Singular;;delibutus;SÍ;delibuo;SÍ
1233;timor;Tibulo;Elegiae 2, 1, 77;verso;;"Hic iuveni detraxit opes, hic dicere iussit Limen ad iratae verba pudenda senem; Hoc duce custodes furtim transgressa iacentes Ad iuvenem tenebris sola puella venit Et pedibus praetemptat iter suspensa timore, Explorat caecas cui manus ante vias. ";ablativo;singular;;suspensus;SÍ;praetempto;SÍ
1237;invidia;Tito Livio;8, 31, 2, 2;prosa;s. I d. C.;"Fabius contione extemplo aduocata obtestatus milites est ut, qua uirtute rem publicam ab infestissimis hostibus defendissent, eadem se cuius ductu auspicioque uicissent ab impotenti crudelitate dictatoris tutarentur: uenire amentem inuidia, iratum uirtuti alienae felicitatique; furere quod se absente res publica egregie gesta esset; malle, si mutare fortunam posset, apud Samnites quam Romanos uictoriam esse; imperium dictitare spretum, tamquam non eadem mente pugnari uetuerit qua pugnatum doleat.";ablativo;Singular;;amens;NO;venio;SÍ
1239;invidia;Tito Livio;38, 51, 5, 1;prosa;s. I d. C.;infamia intactum inuidia, qua possunt, urgent.;ablativo;Singular;;intactus;SÍ;urgeo;SÍ
1243;laetitia;Tito Livio;21, 2, 6, 5;prosa;s. I d. C;"ceterum nihilo ei pax tutior fuit; barbarus eum / quidam palam ob iram interfecti ab eo domini obtruncat; / comprensusque ab circumstantibus haud alio quam si / euasisset uoltu, tormentis quoque cum laceraretur, eo fuit / habitu oris ut superante laetitia dolores ridentis etiam speciem / praebuerit.";ablativo;Singular;;superans;SÍ;supero;SÍ
1244;invidia;Tito Livio;2, 52, 3, 3;prosa;s. I d. C.;"Q. Considius et T. Genucius, auctores agrariae legis, T. Menenio diem dicunt. inuidiae erat amissum Cremerae praesidium, cum haud procul inde statiua consul habuisset; ea oppressit, cum et patres haud minus quam pro Coriolano adnisi essent et patris Agrippae fauor hauddum exoleuisset.";dativo;Singular;;amissus;SÍ;sum;SÍ
1246;gaudium;Tito Livio;26, 37, 4, 1 ;prosa;s. I d. C;nam Romanis et in prouinciis hinc in Hispania aduersae res, hinc prosperae in Sicilia luctum et laetitiam miscuerant, et in Italia cum Tarentum amissum damno et dolori, tum arx cum praesidio retenta praeter spem gaudio fuit, et terrorem subitum pauoremque urbis Romae obsessae et oppugnatae Capua post dies paucos capta in laetitiam uertit. ;dativo;Singular;;retentus;SÍ;sum;SÍ
1251;invidia;Tito Livio;3, 51, 4, 3;prosa;s. I d. C.;nec mihi filia inulta honorem ullum iucundum esse patitur, nec in perturbata re publica eos utile est praeesse uobis qui proximi inuidiae sint.;dativo;Singular;;proximus;NO;sum;SÍ
1253;gaudium;Tito Livio;30, 28, 1, 2 ;prosa;s. I a. C.;"inter haec simul spes simul cura in dies crescebat nec satis certum constare apud animos poterat utrum gaudio dignius esset Hannibalem post sextum decimum annum ex Italia decedentem uacuam possessionem eius reliquisse populo Romano, an magis metuendum quod incolumi exercitu in Africam transisset: locum nimirum non periculum mutatum; cuius tantae dimicationis uatem qui nuper decessisset Q. Fabium haud frustra canere solitum grauiorem in sua terra futurum hostem Hannibalem quam in aliena fuisset. ";ablativo;singular;;dignus;NO;sum;SÍ
1260;invidia;Tito Livio;45, 35, 5, 1;prosa;s. I d. C.;intacta inuidia media sunt: ad summa ferme tendit.;ablativo;Singular;;intactus;SÍ;sum;SÍ
1270;invidia;Tito Livio;9, 46, 10, 1;prosa;s. I d. C.;ad collegam aegrum uisendi causa Flauius cum uenisset consensuque nobilium adulescentium, qui ibi adsidebant, adsurrectum ei non esset, curulem adferri sellam eo iussit ac sede honoris sui anxios inuidia inimicos spectauit. ;ablativo;Singular;;anxius;NO;specto;SÍ
1276;timor;Tito Livio;26, 38, 2, 4;prosa;s. I d. C;Hannibalem ante omnia angebat quod Capua pertinacius oppugnata ab Romanis quam defensa ab se multorum Italiae populorum animos auerterat, quos neque omnes tenere praesidiis nisi uellet in multas paruasque partes carpere exercitum quod minime tum expediebat poterat, nec deductis praesidiis spei liberam uel obnoxiam timori sociorum relinquere fidem. ;dativo;Singular;;obnoxius;SÍ;relinquo;SÍ
1289;timor;Tito Livio;2, 63, 4, 2;prosa;s. I d. C;et hostes quidem nihil aliud quam perfusis uano timore Romanis citato agmine abeunt: Numicius Antium aduersus Uolscos, Uerginius contra Aequos profectus. ;ablativo;Singular;;perfusus;SÍ;perfundo;SÍ
1290;gaudium;Tito Livio;26, 50, 9, 1 ;prosa;s. I a. C.;"cum adulescens, simul pudore et gaudio perfusus, dextram Scipionis tenens deos omnes inuocaret ad gratiam illi pro se referendam, quoniam sibi nequaquam satis facultatis pro suo animo atque illius erga se merito esset, parentes inde cognatique uirginis appellati; qui, quoniam gratis sibi redderetur uirgo ad quam redimendam satis magnum attulissent auri pondus, orare Scipionem ut id ab se donum acciperet coeperunt, haud minorem eius rei apud se gratiam futuram esse adfirmantes quam redditae inuiolatae foret uirginis. ";ablativo;Singular;;perfusus;SÍ;perfundo;SÍ
1291;gaudium;Tito Livio;30, 16, 2, 2 ;prosa;s. I d. C;"Carthaginienses non breui solum sed prope uano gaudio ab satis prospera in praesens oppugnatione classis perfusi, post famam capti Syphacis in quo plus prope quam in Hasdrubale atque exercitu suo spei reposuerant perculsi, iam nullo auctore belli ultra audito oratores ad pacem petendam mittunt triginta seniorum principes; id erat sanctius apud illos consilium maximaque ad ipsum senatum regendum uis. ";ablativo;singular;;perfusus;SÍ;perfundo;SÍ
1292;gaudium;Tito Livio;9, 24, 15, 3 ;prosa;s. I d. C;omnes qui Romam deducti erant uirgis in foro caesi ac securi percussi summo gaudio plebis, cuius maxime intererat tutam ubique quae passim in colonias mitteretur multitudinem esse. ;ablativo;Singular;;percussi;SÍ;percutio;SÍ
1297;invidia;Tito Livio;2, 40, 10, 3;prosa;s. I d. C.;abductis deinde legionibus ex agro Romano, inuidia rei oppressum perisse tradunt, alii alio leto.;ablativo;Singular;;opressus;SÍ;opprimo;SÍ
1298;odium;Tito Livio;4.10.5;prosa;s. I d. C;et cum haud procul urbe Tusculo consedissent, uetere Tusculanorum odio inermes oppressi dederunt poenas, uix nuntiis caedis relictis;ablativo;Singular;;oppressus;SÍ;opprimo;SÍ
1302;invidia;Tito Livio;6, 16, 1, 3;prosa;s. I d. C.;cum mittere ambages dictator iuberet et aut peragere uerum indicium cogeret aut fateri facinus insimulati falso crimine senatus oblataeque uani furti inuidiae, negantem arbitrio inimicorum se locuturum in uincla duci iussit.;genitivo;Singular;;oblatus;SÍ;offero;SÍ
1306;laetitia;Tito Livio;23, 13, 6, 3;prosa;s. I d. C;"haud multos mouit Hannonis oratio; nam et simultas / cum familia Barcina leuiorem auctorem faciebat et occupati / animi praesenti laetitia nihil quo uanius fieret gaudium suum / auribus admittebant debellatumque mox fore, si adniti / paulum uoluissent, rebantur.";ablativo;Singular;;occupatus;SÍ;occupo;SÍ
1308;odium;Tito Livio;2.58.8;prosa;s. I d.C.;praesenti uoltus demittere, tacite praetereuntem exsecrari, ut inuictus ille odio plebeio animus interdum moueretur;ablativo;Singular;;invictus;SÍ;moveo;SÍ
1312;odium;Tito Livio;3.54.3;prosa;s. I d. C;Appius truci ingenio et inuidia praecipua odium in se aliorum suo in eos metiens odio, íhaud ignaroí inquit, íimminet fortuna;ablativo;Singular;;metiens;SÍ;metior;SÍ
